STEP;M000_Root/New_data_track;M000_Root/TRAIN_V;M000_Root/TRAIN_Acc;M000_Root/TRAIN_POS;M000_Root/Vebd;M000_Root/C_Mode;M000_Root/T_Mode;M000_Root/MRSP;M000_Root/Position;M000_Root/EB_Order;M000_Root/SB_Order;M000_Root/Warning_Order;M000_Root/Target;M000_Root/M100_Pre_Calcul 1/M120_MRSP_Operator 1/MRSP;M000_Root/M100_Pre_Calcul 1/Vebd;M000_Root/M100_Pre_Calcul 1/M120_MRSP_Operator 1/dV_ebd;
1;true;0.0;0.0;0.0;(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, false, false, false, false);(false, false, false, false, false, false, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true);(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(0.0, 1.06, 2.1836, 3.3746, 4.6371, 5.9753, 7.3938, 8.8975, 10.491, 12.181, 13.972, 15.87, 17.882, 20.015, 22.276, 24.673, 27.213, 29.906, 32.76, 35.786, 38.993, 42.392, 45.996, 49.816, 53.865, 58.156, 62.706, 67.528, 72.64, 78.058, 83.802, 89.89, 96.343, 103.18, 110.43, 118.12, 126.27, 134.9, 144.06, 153.76, 164.05, 174.95, 186.51, 198.76, 211.74, 225.51, 240.1, 255.56, 271.96, 289.34);false;false;false;((13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34));(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);
2;true;11.0;0.0;14.0;(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, false, false, false, false);(false, false, false, false, false, false, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true);(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(0.0, 1.06, 2.1836, 3.3746, 4.6371, 5.9753, 7.3938, 8.8975, 10.491, 12.181, 13.972, 15.87, 17.882, 20.015, 22.276, 24.673, 27.213, 29.906, 32.76, 35.786, 38.993, 42.392, 45.996, 49.816, 53.865, 58.156, 62.706, 67.528, 72.64, 78.058, 83.802, 89.89, 96.343, 103.18, 110.43, 118.12, 126.27, 134.9, 144.06, 153.76, 164.05, 174.95, 186.51, 198.76, 211.74, 225.51, 240.1, 255.56, 271.96, 289.34);false;false;false;((13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34));(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);
3;true;11.0;0.0;16.0;(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, false, false, false, false);(false, false, false, false, false, false, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true);(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(0.0, 1.06, 2.1836, 3.3746, 4.6371, 5.9753, 7.3938, 8.8975, 10.491, 12.181, 13.972, 15.87, 17.882, 20.015, 22.276, 24.673, 27.213, 29.906, 32.76, 35.786, 38.993, 42.392, 45.996, 49.816, 53.865, 58.156, 62.706, 67.528, 72.64, 78.058, 83.802, 89.89, 96.343, 103.18, 110.43, 118.12, 126.27, 134.9, 144.06, 153.76, 164.05, 174.95, 186.51, 198.76, 211.74, 225.51, 240.1, 255.56, 271.96, 289.34);false;false;false;((13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34));(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);
4;true;11.0;0.0;18.0;(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, false, false, false, false);(false, false, false, false, false, false, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true);(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(0.0, 1.06, 2.1836, 3.3746, 4.6371, 5.9753, 7.3938, 8.8975, 10.491, 12.181, 13.972, 15.87, 17.882, 20.015, 22.276, 24.673, 27.213, 29.906, 32.76, 35.786, 38.993, 42.392, 45.996, 49.816, 53.865, 58.156, 62.706, 67.528, 72.64, 78.058, 83.802, 89.89, 96.343, 103.18, 110.43, 118.12, 126.27, 134.9, 144.06, 153.76, 164.05, 174.95, 186.51, 198.76, 211.74, 225.51, 240.1, 255.56, 271.96, 289.34);false;false;false;((13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34));(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);
5;true;11.0;0.0;20.0;(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, false, false, false, false);(false, false, false, false, false, false, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true);(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(0.0, 1.06, 2.1836, 3.3746, 4.6371, 5.9753, 7.3938, 8.8975, 10.491, 12.181, 13.972, 15.87, 17.882, 20.015, 22.276, 24.673, 27.213, 29.906, 32.76, 35.786, 38.993, 42.392, 45.996, 49.816, 53.865, 58.156, 62.706, 67.528, 72.64, 78.058, 83.802, 89.89, 96.343, 103.18, 110.43, 118.12, 126.27, 134.9, 144.06, 153.76, 164.05, 174.95, 186.51, 198.76, 211.74, 225.51, 240.1, 255.56, 271.96, 289.34);false;false;false;((13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34));(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);
6;true;11.0;0.0;22.0;(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(true, true, true, true, true, true, true, true, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, true, true, false, false, false, false, false, false, false);(false, false, false, false, false, false, false, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, true, true, true, true, true);(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(0.0, 1.06, 2.1836, 3.3746, 4.6371, 5.9753, 7.3938, 8.8975, 10.491, 12.181, 13.972, 15.87, 17.882, 20.015, 22.276, 24.673, 27.213, 29.906, 32.76, 35.786, 38.993, 42.392, 45.996, 49.816, 53.865, 58.156, 62.706, 67.528, 72.64, 78.058, 83.802, 89.89, 96.343, 103.18, 110.43, 118.12, 126.27, 134.9, 144.06, 153.76, 164.05, 174.95, 186.51, 198.76, 211.74, 225.51, 240.1, 255.56, 271.96, 289.34);false;false;false;((13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (13.083, 164.05), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34), (0.0, 289.34));(15.0, 15.0, 15.0, 15.0, 15.0, 11.0, 11.0, 11.0, 5.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(8.0389, 7.7818, 7.4997, 7.1885, 6.8433, 6.4572, 6.021, 5.5211, 5.0, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 13.083, 12.464, 10.536, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 0.0);(2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 2.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);
