"Source","Target","Weight"
"_3.5.3.16_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_4_BrRight_","_3.5.3.16_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_4_BrRight_._BrLeft_c_BrRight__BrLeft_3_BrRight_","2.0"
"_3.5.3.16_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_3.5.3.16_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_4_BrRight_","2.0"
"_3.5.3.16_BrLeft_2_BrRight_","_3.5.3.16_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","2.0"
"_3.5.3","_3.5.3.16_BrLeft_2_BrRight_","2.0"
"_3.5","_3.5.3","2.0"
"_3.5.4.1","_3.5.5.1","1.0"
"_3.5.4","_3.5.4.1","2.0"
"_3.5.4.2.1","_A.3.1","1.0"
"_3.5.4.2","_3.5.4.2.1","2.0"
"_3.5.4","_3.5.4.2","2.0"
"_3.5.4.3","_3.5.4.3._Star__BrLeft_1_BrRight_","2.0"
"_3.5.4.3","_3.5.4.3._Star__BrLeft_2_BrRight_","2.0"
"_3.5.4.3","_3.5.4.3._Star__BrLeft_3_BrRight_","2.0"
"_3.5.4.3.1","_3.5.4.2.1","1.0"
"_3.5.4.3.1","_3.5.3.4.f","1.0"
"_3.5.4.3","_3.5.4.3.1","2.0"
"_3.5.4","_3.5.4.3","2.0"
"_3.5.4.4","_3.5.4.2","1.0"
"_3.5.4.4","_3.5.4.3","1.0"
"_3.5.4.4","_3.12.1.3","1.0"
"_3.5.4","_3.5.4.4","2.0"
"_3.5.4","_3.5.4.5","2.0"
"_3.5","_3.5.4","2.0"
"_3.5.5.1.a","_3.5.3.5","1.0"
"_3.5.5.1.a","_3.5.3.6","1.0"
"_3.5.5.1","_3.5.5.1.a","2.0"
"_3.5.5.1","_3.5.5.1.b","2.0"
"_3.5.5.1","_3.5.5.1.c","2.0"
"_3.5.5.1","_3.5.5.1.d","2.0"
"_3.5.5.1.e","_A.3.1","1.0"
"_3.5.5.1","_3.5.5.1.e","2.0"
"_3.5.5.1","_3.5.5.1.f","2.0"
"_3.5.5","_3.5.5.1","2.0"
"_3.5.5.2","_3.5.5.2.a","2.0"
"_3.5.5.2","_3.5.5.2.b","2.0"
"_3.5.5.2","_3.5.5.2.c","2.0"
"_3.5.5.2.c_BrLeft_2_BrRight_._BrLeft_f_BrRight_5","_3.5.5.2.c_BrLeft_2_BrRight_._BrLeft_f_BrRight_5.C","2.0"
"_3.5.5.2.c_BrLeft_2_BrRight_","_3.5.5.2.c_BrLeft_2_BrRight_._BrLeft_f_BrRight_5","2.0"
"_3.5.5.2","_3.5.5.2.c_BrLeft_2_BrRight_","2.0"
"_3.5.5","_3.5.5.2","2.0"
"_3.5.5.3.1","_A.3.1","1.0"
"_3.5.5.3","_3.5.5.3.1","2.0"
"_3.5.5.3.2","_A.3.1","1.0"
"_3.5.5.3","_3.5.5.3.2","2.0"
"_3.5.5","_3.5.5.3","2.0"
"_3.5.5","_3.5.5.4","2.0"
"_3.5.5","_3.5.5.5","2.0"
"_3.5.5","_3.5.5.6","2.0"
"_3.5.5","_3.5.5.7","2.0"
"_3.5","_3.5.5","2.0"
"_3.5.6.1","_3.5.6.1.a","2.0"
"_3.5.6.1","_3.5.6.1.b","2.0"
"_3.5.6.1","_3.5.6.1.c","2.0"
"_3.5.6","_3.5.6.1","2.0"
"_3.5.6","_3.5.6.2","2.0"
"_3.5.6.3","_3.5.6.3.1","2.0"
"_3.5.6.3","_3.5.6.3.2","2.0"
"_3.5.6","_3.5.6.3","2.0"
"_3.5.6","_3.5.6.4","2.0"
"_3.5.6.5","_3.5.6.5.a","2.0"
"_3.5.6.5","_3.5.6.5.b","2.0"
"_3.5.6.5","_3.5.6.5.c","2.0"
"_3.5.6","_3.5.6.5","2.0"
"_3.5.6","_3.5.6.6","2.0"
"_3.5.6","_3.5.6.7","2.0"
"_3.5","_3.5.6","2.0"
"_3.5.7","_3.5.7.1","2.0"
"_3.5.7.2","_A.3.1","1.0"
"_3.5.7.2","_3.5.7.2.1","2.0"
"_3.5.7","_3.5.7.2","2.0"
"_3.5.7.3.a","_3.5.3.4.b","1.0"
"_3.5.7.3.a","_3.5.3.4.c","1.0"
"_3.5.7.3.a","_3.5.3.4.d","1.0"
"_3.5.7.3.a","_3.5.3.4.e","1.0"
"_3.5.7.3","_3.5.7.3.a","2.0"
"_3.5.7.3.b","_3.5.4.2","1.0"
"_3.5.7.3.b","_3.5.4.4","1.0"
"_3.5.7.3","_3.5.7.3.b","2.0"
"_3.5.7","_3.5.7.3","2.0"
"_3.5.7","_3.5.7.4","2.0"
"_3.5.7.5","_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1.C","1.0"
"_3.5.7.5","_3.5.7.5_BrLeft_3_BrRight_._BrLeft_t_BrRight_2.C","1.0"
"_3.5.7.5","_4.6.1","1.0"
"_3.5.7","_3.5.7.5","2.0"
"_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1.C","2.0"
"_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_1_BrRight_","_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_1_BrRight_.ConnectionLostSet-Upfailed_NoConnection","2.0"
"_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_1_BrRight_","_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_1_BrRight_.ConnectionUp_NoConnection","2.0"
"_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_1_BrRight_","2.0"
"_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_2_BrRight_","_3.5.7.5_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_2_BrRight_.NoConnection_ConnectionLostSet-Upfailed","2.0"
