"Source","Target","Weight"
"_4.4.7.1","_4.4.7.1.4","2.0"
"_4.4.7.1","_4.4.7.1.5","2.0"
"_4.4.7.1.6","_4.5","1.0"
"_4.4.7.1","_4.4.7.1.6","2.0"
"_4.4.7","_4.4.7.1","2.0"
"_4.4.7.2","_4.4.7.2.1","2.0"
"_4.4.7","_4.4.7.2","2.0"
"_4.4.7.3","_4.4.7.3.1","2.0"
"_4.4.7.3","_4.4.7.3.2","2.0"
"_4.4.7","_4.4.7.3","2.0"
"_4.4","_4.4.7","2.0"
"_4.4.8.1.1","_4.4.8.1.1.a","2.0"
"_4.4.8.1.1","_4.4.8.1.1.b","2.0"
"_4.4.8.1.1","_4.4.8.1.1.c","2.0"
"_4.4.8.1.1","_4.4.8.1.1.d","2.0"
"_4.4.8.1","_4.4.8.1.1","2.0"
"_4.4.8.1","_4.4.8.1.2","2.0"
"_4.4.8.1","_4.4.8.1.3","2.0"
"_4.4.8.1","_4.4.8.1.4","2.0"
"_4.4.8.1.5","_4.4.8.1.5.1","2.0"
"_4.4.8.1.5","_4.4.8.1.5.2","2.0"
"_4.4.8.1","_4.4.8.1.5","2.0"
"_4.4.8.1","_4.4.8.1.6","2.0"
"_4.4.8.1.7","_4.4.8.1.7._Star__BrLeft_1_BrRight_","2.0"
"_4.4.8.1.7","_4.4.8.1.7._Star__BrLeft_2_BrRight_","2.0"
"_4.4.8.1","_4.4.8.1.7","2.0"
"_4.4.8.1.8","_4.4.8.1.8._Star__BrLeft_1_BrRight_","2.0"
"_4.4.8.1.8","_4.4.8.1.8._Star__BrLeft_2_BrRight_","2.0"
"_4.4.8.1","_4.4.8.1.8","2.0"
"_4.4.8.1.9","_4.4.8.1.9.1","2.0"
"_4.4.8.1","_4.4.8.1.9","2.0"
"_4.4.8.1","_4.4.8.1.10","2.0"
"_4.4.8.1","_4.4.8.1.11","2.0"
"_4.4.8.1.12","_4.5","1.0"
"_4.4.8.1","_4.4.8.1.12","2.0"
"_4.4.8","_4.4.8.1","2.0"
"_4.4.8.2","_4.4.8.2.1","2.0"
"_4.4.8","_4.4.8.2","2.0"
"_4.4.8.3","_4.4.8.3.1","2.0"
"_4.4.8.3.2","_4.4.8.3.2.a","2.0"
"_4.4.8.3.2","_4.4.8.3.2.b","2.0"
"_4.4.8.3","_4.4.8.3.2","2.0"
"_4.4.8","_4.4.8.3","2.0"
"_4.4","_4.4.8","2.0"
"_4.4.9.1","_4.4.9.1.1","2.0"
"_4.4.9.1","_4.4.9.1.2","2.0"
"_4.4.9.1","_4.4.9.1.3","2.0"
"_4.4.9.1.4.1","_3.18.3.8","1.0"
"_4.4.9.1.4","_4.4.9.1.4.1","2.0"
"_4.4.9.1","_4.4.9.1.4","2.0"
"_4.4.9.1","_4.4.9.1.5","2.0"
"_4.4.9.1.6","_4.7","1.0"
"_4.4.9.1","_4.4.9.1.6","2.0"
"_4.4.9.1.7","_4.5","1.0"
"_4.4.9.1","_4.4.9.1.7","2.0"
"_4.4.9","_4.4.9.1","2.0"
"_4.4.9.2","_4.4.9.2.1","2.0"
"_4.4.9","_4.4.9.2","2.0"
"_4.4.9.3","_4.4.9.3.1","2.0"
"_4.4.9.3","_4.4.9.3.2","2.0"
"_4.4.9.3","_4.4.9.3.3","2.0"
"_4.4.9","_4.4.9.3","2.0"
"_4.4","_4.4.9","2.0"
"_4.4.10.1.1","_4.4.10.1.1.a","2.0"
"_4.4.10.1.1","_4.4.10.1.1.b","2.0"
"_4.4.10.1.1","_4.4.10.1.1.c","2.0"
"_4.4.10.1","_4.4.10.1.1","2.0"
"_4.4.10.1.2","_4.4.10.1.2.1","2.0"
"_4.4.10.1","_4.4.10.1.2","2.0"
"_4.4.10.1","_4.4.10.1.3","2.0"
"_4.4.10.1","_4.4.10.1.4","2.0"
"_4.4.10.1.5","_4.5","1.0"
"_4.4.10.1","_4.4.10.1.5","2.0"
"_4.4.10","_4.4.10.1","2.0"
"_4.4.10.2","_4.4.10.2.1","2.0"
"_4.4.10","_4.4.10.2","2.0"
"_4.4.10.3","_4.4.10.3.1","2.0"
"_4.4.10.3","_4.4.10.3.2","2.0"
"_4.4.10","_4.4.10.3","2.0"
"_4.4","_4.4.10","2.0"
"_4.4.11.1","_4.4.11.1.1","2.0"
"_4.4.11.1.2","_4.4.11.1.2.a","2.0"
"_4.4.11.1.2","_4.4.11.1.2.b","2.0"
"_4.4.11.1.2","_4.4.11.1.2.c","2.0"
"_4.4.11.1","_4.4.11.1.2","2.0"
"_4.4.11.1.3","_4.4.11.1.3.a","2.0"
"_4.4.11.1.3.b","_4.4.11.1.3.1","1.0"
"_4.4.11.1.3","_4.4.11.1.3.b","2.0"
"_4.4.11.1.3","_4.4.11.1.3.c","2.0"
"_4.4.11.1.3","_4.4.11.1.3.d","2.0"
"_4.4.11.1.3","_4.4.11.1.3.e","2.0"
"_4.4.11.1.3.1","_4.4.11.1.3.1.a","2.0"
"_4.4.11.1.3.1","_4.4.11.1.3.1.b","2.0"
"_4.4.11.1.3.1","_4.4.11.1.3.1.c","2.0"
"_4.4.11.1.3.1","_4.4.11.1.3.1.c_BrLeft_2_BrRight_","2.0"
"_4.4.11.1.3","_4.4.11.1.3.1","2.0"
"_4.4.11.1","_4.4.11.1.3","2.0"
"_4.4.11.1","_4.4.11.1.4","2.0"
"_4.4.11.1.5","_4.4.11.1.5.1","2.0"
"_4.4.11.1","_4.4.11.1.5","2.0"
"_4.4.11.1.6","_4.4.11.1.6.1","2.0"
"_4.4.11.1.6","_4.4.11.1.6.2","2.0"
"_4.4.11.1.6","_4.4.11.1.6.3","2.0"
"_4.4.11.1.6.4","_4.4.11.1.6.4.a","2.0"
"_4.4.11.1.6.4","_4.4.11.1.6.4.b","2.0"
"_4.4.11.1.6","_4.4.11.1.6.4","2.0"
"_4.4.11.1.6","_4.4.11.1.6.5","2.0"
"_4.4.11.1.6","_4.4.11.1.6.6","2.0"
"_4.4.11.1.6","_4.4.11.1.6.7","2.0"
"_4.4.11.1","_4.4.11.1.6","2.0"
"_4.4.11.1","_4.4.11.1.7","2.0"
"_4.4.11.1","_4.4.11.1.8","2.0"
"_4.4.11.1","_4.4.11.1.9","2.0"
"_4.4.11.1.10","_4.5","1.0"
"_4.4.11.1","_4.4.11.1.10","2.0"
"_4.4.11.1","_4.4.11.1.11","2.0"
"_4.4.11","_4.4.11.1","2.0"
"_4.4.11.2","_4.4.11.2.1","2.0"
"_4.4.11","_4.4.11.2","2.0"
"_4.4.11.3","_4.4.11.3.1","2.0"
"_4.4.11.3","_4.4.11.3.2","2.0"
"_4.4.11.3","_4.4.11.3.3","2.0"
"_4.4.11","_4.4.11.3","2.0"
"_4.4","_4.4.11","2.0"
"_4.4.12.1","_4.4.12.1.1","2.0"
"_4.4.12.1","_4.4.12.1.2","2.0"
"_4.4.12.1","_4.4.12.1.3","2.0"
"_4.4.12.1","_4.4.12.1.4","2.0"
"_4.4.12.1","_4.4.12.1.5","2.0"
"_4.4.12.1","_4.4.12.1.6","2.0"
"_4.4.12.1.7.1","_3.18.3.8","1.0"
"_4.4.12.1.7","_4.4.12.1.7.1","2.0"
"_4.4.12.1","_4.4.12.1.7","2.0"
"_4.4.12.1","_4.4.12.1.8","2.0"
"_4.4.12.1.9","_4.5","1.0"
"_4.4.12.1","_4.4.12.1.9","2.0"
"_4.4.12","_4.4.12.1","2.0"
"_4.4.12.2","_4.4.12.2.1","2.0"
"_4.4.12","_4.4.12.2","2.0"
"_4.4.12.3","_4.4.12.3.1","2.0"
"_4.4.12.3","_4.4.12.3.2","2.0"
"_4.4.12","_4.4.12.3","2.0"
"_4.4","_4.4.12","2.0"
"_4.4.13.1.1","_4.4.13.1.1.1","2.0"
"_4.4.13.1","_4.4.13.1.1","2.0"
"_4.4.13.1","_4.4.13.1.2","2.0"
"_4.4.13.1","_4.4.13.1.3","2.0"
"_4.4.13.1.4","_4.4.13.1.4.1","2.0"
"_4.4.13.1","_4.4.13.1.4","2.0"
"_4.4.13.1.5","_4.5","1.0"
"_4.4.13.1","_4.4.13.1.5","2.0"
"_4.4.13.1","_4.4.13.1.6","2.0"
"_4.4.13","_4.4.13.1","2.0"
"_4.4.13.2","_4.4.13.2.1","2.0"
"_4.4.13","_4.4.13.2","2.0"
"_4.4.13.3","_4.4.13.3.1","2.0"
"_4.4.13.3","_4.4.13.3.2","2.0"
"_4.4.13","_4.4.13.3","2.0"
"_4.4","_4.4.13","2.0"
"_4.4.14.1","_4.4.14.1.1","2.0"
"_4.4.14.1","_4.4.14.1.2","2.0"
"_4.4.14.1.3","_4.4.14.1.3.1","2.0"
"_4.4.14.1.3","_4.4.14.1.3.2","2.0"
"_4.4.14.1","_4.4.14.1.3","2.0"
"_4.4.14.1","_4.4.14.1.4","2.0"
"_4.4.14.1","_4.4.14.1.5","2.0"
"_4.4.14.1","_4.4.14.1.6","2.0"
"_4.4.14.1","_4.4.14.1.7","2.0"
"_4.4.14.1.8","_4.5","1.0"
"_4.4.14.1","_4.4.14.1.8","2.0"
"_4.4.14.1.9","_3.16.2.4.4","1.0"
"_4.4.14.1.9","_3.16.2.5.1","1.0"
"_4.4.14.1","_4.4.14.1.9","2.0"
"_4.4.14","_4.4.14.1","2.0"
"_4.4.14.2","_4.4.14.2.1","2.0"
"_4.4.14","_4.4.14.2","2.0"
"_4.4.14.3","_4.4.14.3.1","2.0"
"_4.4.14.3","_4.4.14.3.2","2.0"
"_4.4.14","_4.4.14.3","2.0"
"_4.4","_4.4.14","2.0"
"_4.4.15.1.1","_4.4.15.1.1.1","2.0"
"_4.4.15.1.1","_4.4.15.1.1.2","2.0"
"_4.4.15.1.1","_4.4.15.1.1.3","2.0"
"_4.4.15.1","_4.4.15.1.1","2.0"
"_4.4.15.1","_4.4.15.1.2","2.0"
"_4.4.15.1","_4.4.15.1.3","2.0"
"_4.4.15.1","_4.4.15.1.4","2.0"
"_4.4.15.1","_4.4.15.1.5","2.0"
"_4.4.15.1","_4.4.15.1.6","2.0"
"_4.4.15.1","_4.4.15.1.7","2.0"
"_4.4.15.1.8","_4.5","1.0"
"_4.4.15.1","_4.4.15.1.8","2.0"
"_4.4.15.1","_4.4.15.1.9","2.0"
"_4.4.15.1.10","_3.16.2.4.4","1.0"
"_4.4.15.1.10","_3.16.2.5.1","1.0"
"_4.4.15.1","_4.4.15.1.10","2.0"
"_4.4.15","_4.4.15.1","2.0"
"_4.4.15.2","_4.4.15.2.1","2.0"
"_4.4.15","_4.4.15.2","2.0"
"_4.4.15.3","_4.4.15.3.1","2.0"
"_4.4.15.3","_4.4.15.3.2","2.0"
"_4.4.15","_4.4.15.3","2.0"
"_4.4","_4.4.15","2.0"
"_4.4","_4.4.16","2.0"
"_4.4.17.1","_4.4.17.1.1","2.0"
"_4.4.17.1.2","_4.8","1.0"
"_4.4.17.1","_4.4.17.1.2","2.0"
"_4.4.17.1.3","_4.5","1.0"
"_4.4.17.1","_4.4.17.1.3","2.0"
"_4.4.17","_4.4.17.1","2.0"
"_4.4.17.2","_4.4.17.2.1","2.0"
"_4.4.17","_4.4.17.2","2.0"
"_4.4.17.3","_4.4.17.3.1","2.0"
"_4.4.17.3","_4.4.17.3.2","2.0"
"_4.4.17","_4.4.17.3","2.0"
"_4.4.17.4","_4.4.17.4.1","2.0"
"_4.4.17.4","_4.4.17.4.2","2.0"
"_4.4.17.4","_4.4.17.4.3","2.0"
"_4.4.17.4","_4.4.17.4.4","2.0"
"_4.4.17","_4.4.17.4","2.0"
"_4.4.17.5","_4.4.17.5.1","2.0"
"_4.4.17","_4.4.17.5","2.0"
"_4.4","_4.4.17","2.0"
"_4.4.18.1","_4.4.18.1.1","2.0"
"_4.4.18.1","_4.4.18.1.2","2.0"
"_4.4.18.1.3","_4.4.18.1.3.a","2.0"
"_4.4.18.1.3","_4.4.18.1.3.b","2.0"
"_4.4.18.1","_4.4.18.1.3","2.0"
"_4.4.18.1","_4.4.18.1.4","2.0"
"_4.4.18.1","_4.4.18.1.5","2.0"
"_4.4.18.1.6","_3.13.10.2.4","1.0"
"_4.4.18.1","_4.4.18.1.6","2.0"
"_4.4.18.1","_4.4.18.1.7","2.0"
"_4.4.18.1","_4.4.18.1.8","2.0"
"_4.4.18.1.9","_4.5","1.0"
"_4.4.18.1","_4.4.18.1.9","2.0"
"_4.4.18.1.10","_3.16.2.4.4","1.0"
"_4.4.18.1.10","_3.16.2.5.1","1.0"
"_4.4.18.1","_4.4.18.1.10","2.0"
"_4.4.18.1","_4.4.18.1.11","2.0"
"_4.4.18.1.12","_3.17.3.5","1.0"
"_4.4.18.1","_4.4.18.1.12","2.0"
"_4.4.18","_4.4.18.1","2.0"
"_4.4.18.2","_4.4.18.2.1","2.0"
"_4.4.18","_4.4.18.2","2.0"
"_4.4.18.3","_4.4.18.3.1","2.0"
"_4.4.18.3","_4.4.18.3.2","2.0"
"_4.4.18","_4.4.18.3","2.0"
"_4.4","_4.4.18","2.0"
"_4.4.19.1","_4.4.19.1.1","2.0"
"_4.4.19.1","_4.4.19.1.2","2.0"
"_4.4.19.1","_4.4.19.1.3","2.0"
"_4.4.19.1.4","_4.7","1.0"
"_4.4.19.1","_4.4.19.1.4","2.0"
"_4.4.19.1","_4.4.19.1.5","2.0"
"_4.4.19.1","_4.4.19.1.6","2.0"
"_4.4.19.1.7","_4.5","1.0"
"_4.4.19.1","_4.4.19.1.7","2.0"
"_4.4.19","_4.4.19.1","2.0"
"_4.4.19.2","_4.4.19.2.1","2.0"
"_4.4.19","_4.4.19.2","2.0"
"_4.4.19.3.1","_4.4.19.3.1.1","2.0"
"_4.4.19.3","_4.4.19.3.1","2.0"
"_4.4.19.3","_4.4.19.3.2","2.0"
"_4.4.19","_4.4.19.3","2.0"
"_4.4","_4.4.19","2.0"
"_4.4.20.1","_4.4.20.1.1","2.0"
"_4.4.20.1","_4.4.20.1.2","2.0"
"_4.4.20.1","_4.4.20.1.3","2.0"
"_4.4.20.1","_4.4.20.1.4","2.0"
"_4.4.20.1","_4.4.20.1.5","2.0"
"_4.4.20.1","_4.4.20.1.6","2.0"
"_4.4.20.1","_4.4.20.1.7","2.0"
"_4.4.20.1","_4.4.20.1.8","2.0"
"_4.4.20.1","_4.4.20.1.9","2.0"
"_4.4.20.1","_4.4.20.1.10","2.0"
"_4.4.20.1","_4.4.20.1.11","2.0"
"_4.4.20.1","_4.4.20.1.12","2.0"
"_4.4.20.1","_4.4.20.1.13","2.0"
"_4.4.20.1.14","_4.5","1.0"
"_4.4.20.1","_4.4.20.1.14","2.0"
"_4.4.20.1.15","_3.16.2.4.4","1.0"
"_4.4.20.1.15","_3.16.2.5.1","1.0"
"_4.4.20.1","_4.4.20.1.15","2.0"
"_4.4.20","_4.4.20.1","2.0"
"_4.4.20.2","_4.4.20.2.1","2.0"
"_4.4.20","_4.4.20.2","2.0"
"_4.4.20.3","_4.4.20.3.1","2.0"
"_4.4.20.3","_4.4.20.3.2","2.0"
"_4.4.20.3","_4.4.20.3.3","2.0"
"_4.4.20","_4.4.20.3","2.0"
"_4.4","_4.4.20","2.0"
"_4","_4.4","2.0"
"_4.5.1","_4.5.1.1","2.0"
"_4.5.1.2","_4.7","1.0"
"_4.5.1.2","_4.8","1.0"
"_4.5.1.2","_4.9","1.0"
"_4.5.1.2","_4.10","1.0"
"_4.5.1","_4.5.1.2","2.0"
"_4.5.1.3","_4.7","1.0"
"_4.5.1","_4.5.1.3","2.0"
"_4.5","_4.5.1","2.0"
"_4.5.2","_4.5.2.1","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1.C","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_2_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_2_BrRight_.Function","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_2_BrRight_","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.Function","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SRSRef","_3.16.2.3","1.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SRSRef","_3.4.4","1.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SRSRef","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.NP","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SB","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.PS","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SH","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.FS","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.LS","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SR","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.OS","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SL","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.NL","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.UN","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.TR","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.PT","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SF","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.IS","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.SN","2.0"
"_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_","_4.5.2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_3_BrRight_.RV","2.0"
