"ID","Label","Level","Implement"
"_4.4.6.1","4.4.6.1 Description","4","FALSE"
"_4.4.6.1.1","4.4.6.1.1 The Sleeping mode is d...","5","TRUE"
"_4.4.6.1.2","4.4.6.1.2 The desk(s) of a sleep...","5","TRUE"
"_4.4.6.1.3","4.4.6.1.3 As the engine is remot...","5","TRUE"
"_4.4.6.1.4","4.4.6.1.4 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.6.1.5","4.4.6.1.5 Sleeping mode shall be...","5","TRUE"
"_4.4.6.1.6","4.4.6.1.6 If possible, the train...","5","TRUE"
"_4.4.6.1.7","4.4.6.1.7 If a desk of the sleep...","5","TRUE"
"_4.4.6.1.8","4.4.6.1.8 If the “sleeping input...","5","TRUE"
"_4.4.6.1.9","4.4.6.1.9 Intentionally deleted.","5","FALSE"
"_4.4.6.1.10","4.4.6.1.10 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.6.1.10.a","4.4.6.1.10.a in all levels, on rece...","6","TRUE"
"_4.4.6.1.10.b","4.4.6.1.10.b In level 2/3, when ent...","6","TRUE"
"_4.4.6.1.10.c","4.4.6.1.10.c In level 2/3, when a s...","6","TRUE"
"_4.4.6.1.11","4.4.6.1.11 Note: for the list of ...","5","FALSE"
"_4.4.6.1.12","4.4.6.1.12 In case of balise grou...","5","TRUE"
"_4.4.6.1.13","4.4.6.1.13 When in levels 2 or 3,...","5","TRUE"
"_4.4.6.2","4.4.6.2 Used in levels","4","FALSE"
"_4.4.6.2.1","4.4.6.2.1 Used in all levels: Le...","5","TRUE"
"_4.4.6.3","4.4.6.3 Responsibilities","4","FALSE"
"_4.4.6.3.1","4.4.6.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.6.3.2","4.4.6.3.2 The notion of responsi...","5","TRUE"
"_4.4.6.3.2.1","4.4.6.3.2.1 Note: The leading engi...","6","FALSE"
"_4.4.7","4.4.7 STAND BY","3","FALSE"
"_4.4.7.1","4.4.7.1 Description","4","FALSE"
"_4.4.7.1.1","4.4.7.1.1 The Stand-By mode is a...","5","TRUE"
"_4.4.7.1.2","4.4.7.1.2 It is in the Stand-By ...","5","TRUE"
"_4.4.7.1.3","4.4.7.1.3 Data for mission shall...","5","TRUE"
"_4.4.7.1.4","4.4.7.1.4 In Stand-By mode, the ...","5","TRUE"
"_4.4.7.1.5","4.4.7.1.5 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.7.1.6","4.4.7.1.6 Note: for the list of ...","5","FALSE"
"_4.4.7.2","4.4.7.2 Used in levels","4","FALSE"
"_4.4.7.2.1","4.4.7.2.1 Used in all levels: Le...","5","TRUE"
"_4.4.7.3","4.4.7.3 Responsibilities","4","FALSE"
"_4.4.7.3.1","4.4.7.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.7.3.2","4.4.7.3.2 The driver has no resp...","5","TRUE"
"_4.4.8","4.4.8 SHUNTING","3","FALSE"
"_4.4.8.1","4.4.8.1 Description","4","FALSE"
"_4.4.8.1.1","4.4.8.1.1 The purpose of the Shu...","5","TRUE"
"_4.4.8.1.1.a","4.4.8.1.1.a a ceiling speed: the s...","6","TRUE"
"_4.4.8.1.1.b","4.4.8.1.1.b a list of expected bal...","6","TRUE"
"_4.4.8.1.1.c","4.4.8.1.1.c “stop if in shunting m...","6","TRUE"
"_4.4.8.1.1.d","4.4.8.1.1.d Intentionally deleted","6","FALSE"
"_4.4.8.1.2","4.4.8.1.2 The Shunting mode shal...","5","TRUE"
"_4.4.8.1.3","4.4.8.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.8.1.4","4.4.8.1.4 Intentionally deleted.","5","FALSE"
"_4.4.8.1.5","4.4.8.1.5 When in Shunting mode,...","5","TRUE"
"_4.4.8.1.5.1","4.4.8.1.5.1 When receiving a commu...","6","TRUE"
"_4.4.8.1.5.2","4.4.8.1.5.2 When in Shunting mode,...","6","TRUE"
"_4.4.8.1.6","4.4.8.1.6 Shunting mode can be s...","5","TRUE"
"_4.4.8.1.7","4.4.8.1.7 In case of selection o...","5","TRUE"
"_4.4.8.1.7._Star__BrLeft_1_BrRight_","4.4.8.1.7.*[1] in level 1 operations,...","6","TRUE"
"_4.4.8.1.7._Star__BrLeft_2_BrRight_","4.4.8.1.7.*[2] in level 2 and 3 areas...","6","TRUE"
"_4.4.8.1.8","4.4.8.1.8 In case of order to sw...","5","TRUE"
"_4.4.8.1.8._Star__BrLeft_1_BrRight_","4.4.8.1.8.*[1] in level 1 is given by...","6","TRUE"
"_4.4.8.1.8._Star__BrLeft_2_BrRight_","4.4.8.1.8.*[2] in level 2 and 3 is se...","6","TRUE"
"_4.4.8.1.9","4.4.8.1.9 When the switch to shu...","5","TRUE"
"_4.4.8.1.9.1","4.4.8.1.9.1 Note: in Shunting mode...","6","FALSE"
"_4.4.8.1.10","4.4.8.1.10 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.8.1.11","4.4.8.1.11 Intentionally deleted.","5","FALSE"
"_4.4.8.1.12","4.4.8.1.12 Note: for the list of ...","5","FALSE"
"_4.4.8.2","4.4.8.2 Used in levels","4","FALSE"
"_4.4.8.2.1","4.4.8.2.1 Used in level 0, NTC, ...","5","TRUE"
"_4.4.8.3","4.4.8.3 Responsibilities","4","FALSE"
"_4.4.8.3.1","4.4.8.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.8.3.2","4.4.8.3.2 The driver is responsi...","5","TRUE"
"_4.4.8.3.2.a","4.4.8.3.2.a Remaining inside the s...","6","TRUE"
"_4.4.8.3.2.b","4.4.8.3.2.b Train/engine movements...","6","TRUE"
"_4.4.9","4.4.9 FULL SUPERVISION","3","FALSE"
"_4.4.9.1","4.4.9.1 Description","4","FALSE"
"_4.4.9.1.1","4.4.9.1.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.9.1.2","4.4.9.1.2 Full supervision canno...","5","TRUE"
"_4.4.9.1.3","4.4.9.1.3 To be in Full Supervis...","5","TRUE"
"_4.4.9.1.4","4.4.9.1.4 Once in Full Supervisi...","5","TRUE"
"_4.4.9.1.4.1","4.4.9.1.4.1 Note: this indication ...","6","FALSE"
"_4.4.9.1.5","4.4.9.1.5 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.9.1.6","4.4.9.1.6 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.9.1.7","4.4.9.1.7 Note: for the list of ...","5","FALSE"
"_4.4.9.2","4.4.9.2 Used in levels","4","FALSE"
"_4.4.9.2.1","4.4.9.2.1 Used in level 1, 2 and 3.","5","TRUE"
"_4.4.9.3","4.4.9.3 Responsibilities","4","FALSE"
"_4.4.9.3.1","4.4.9.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.9.3.2","4.4.9.3.2 The driver is responsi...","5","TRUE"
"_4.4.9.3.3","4.4.9.3.3 When “ENTRY IN FULL SU...","5","TRUE"
"_4.4.10","4.4.10 UNFITTED","3","FALSE"
"_4.4.10.1","4.4.10.1 Description","4","FALSE"
"_4.4.10.1.1","4.4.10.1.1 The Unfitted mode is u...","5","TRUE"
"_4.4.10.1.1.a","4.4.10.1.1.a Areas that are equippe...","6","TRUE"
"_4.4.10.1.1.b","4.4.10.1.1.b Intentionally deleted","6","FALSE"
"_4.4.10.1.1.c","4.4.10.1.1.c Areas that are equippe...","6","TRUE"
"_4.4.10.1.2","4.4.10.1.2 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.10.1.2.1","4.4.10.1.2.1 Intentionally deleted.","6","FALSE"
"_4.4.10.1.3","4.4.10.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.10.1.4","4.4.10.1.4 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.10.1.5","4.4.10.1.5 Note: for the list of ...","5","FALSE"
"_4.4.10.2","4.4.10.2 Used in levels","4","FALSE"
"_4.4.10.2.1","4.4.10.2.1 Used in level 0.","5","TRUE"
"_4.4.10.3","4.4.10.3 Responsibilities","4","FALSE"
"_4.4.10.3.1","4.4.10.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.10.3.2","4.4.10.3.2 The driver must respec...","5","TRUE"
"_4.4.11","4.4.11 STAFF RESPONSIBLE","3","FALSE"
"_4.4.11.1","4.4.11.1 Description","4","FALSE"
"_4.4.11.1.1","4.4.11.1.1 The Staff Responsible ...","5","TRUE"
"_4.4.11.1.2","4.4.11.1.2 This mode is used when...","5","TRUE"
"_4.4.11.1.2.a","4.4.11.1.2.a After the ERTMS/ETCS o...","6","TRUE"
"_4.4.11.1.2.b","4.4.11.1.2.b To pass a signal at da...","6","TRUE"
"_4.4.11.1.2.c","4.4.11.1.2.c After a trackside fail...","6","TRUE"
"_4.4.11.1.3","4.4.11.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.11.1.3.a","4.4.11.1.3.a a ceiling speed: the s...","6","TRUE"
"_4.4.11.1.3.b","4.4.11.1.3.b a given distance (rega...","6","TRUE"
"_4.4.11.1.3.c","4.4.11.1.3.c a list of expected bal...","6","TRUE"
"_4.4.11.1.3.d","4.4.11.1.3.d balise groups giving t...","6","TRUE"
"_4.4.11.1.3.e","4.4.11.1.3.e running in the directi...","6","TRUE"
"_4.4.11.1.3.1","4.4.11.1.3.1 The ERTMS/ETCS on-boar...","6","TRUE"
"_4.4.11.1.3.1.a","4.4.11.1.3.1.a If the National/Defaul...","7","TRUE"
"_4.4.11.1.3.1.b","4.4.11.1.3.1.b If the max permitted d...","7","TRUE"
"_4.4.11.1.3.1.c","4.4.11.1.3.1.c If the max permitted d...","7","TRUE"
"_4.4.11.1.3.1.c_BrLeft_2_BrRight_","4.4.11.1.3.1.c[2] In case the LRBG is, d...","7","TRUE"
"_4.4.11.1.4","4.4.11.1.4 Note: Since the gradie...","5","FALSE"
"_4.4.11.1.5","4.4.11.1.5 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.11.1.5.1","4.4.11.1.5.1 If a train movement is...","6","TRUE"
"_4.4.11.1.6","4.4.11.1.6 In level 2/3, the driv...","5","TRUE"
"_4.4.11.1.6.1","4.4.11.1.6.1 Note: Once the SR dist...","6","FALSE"
"_4.4.11.1.6.2","4.4.11.1.6.2 When entering SR mode,...","6","TRUE"
"_4.4.11.1.6.3","4.4.11.1.6.3 While in SR mode, the ...","6","TRUE"
"_4.4.11.1.6.4","4.4.11.1.6.4 While in SR mode, the ...","6","TRUE"
"_4.4.11.1.6.4.a","4.4.11.1.6.4.a the distance to run in...","7","TRUE"
"_4.4.11.1.6.4.b","4.4.11.1.6.4.b the distance to run in...","7","TRUE"
"_4.4.11.1.6.5","4.4.11.1.6.5 When "Override" is sel...","6","TRUE"
"_4.4.11.1.6.6","4.4.11.1.6.6 If the train is in SR ...","6","TRUE"
"_4.4.11.1.6.7","4.4.11.1.6.7 If an ERTMS/ETCS on-bo...","6","TRUE"
"_4.4.11.1.7","4.4.11.1.7 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.11.1.8","4.4.11.1.8 Intentionally deleted.","5","FALSE"
"_4.4.11.1.9","4.4.11.1.9 If receiving a "track ...","5","TRUE"
"_4.4.11.1.10","4.4.11.1.10 Note: for the list of ...","5","FALSE"
"_4.4.11.1.11","4.4.11.1.11 Intentionally deleted.","5","FALSE"
"_4.4.11.2","4.4.11.2 Used in levels","4","FALSE"
"_4.4.11.2.1","4.4.11.2.1 Level 1, 2 and 3.","5","TRUE"
"_4.4.11.3","4.4.11.3 Responsibilities","4","FALSE"
"_4.4.11.3.1","4.4.11.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.11.3.2","4.4.11.3.2 The driver must check ...","5","TRUE"
"_4.4.11.3.3","4.4.11.3.3 When using the possibi...","5","TRUE"
"_4.4.12","4.4.12 ON SIGHT","3","FALSE"
"_4.4.12.1","4.4.12.1 Description","4","FALSE"
"_4.4.12.1.1","4.4.12.1.1 The On Sight mode enab...","5","TRUE"
"_4.4.12.1.2","4.4.12.1.2 On Sight mode cannot b...","5","TRUE"
"_4.4.12.1.3","4.4.12.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.12.1.4","4.4.12.1.4 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.12.1.5","4.4.12.1.5 If receiving a "track ...","5","TRUE"
"_4.4.12.1.6","4.4.12.1.6 To be in On Sight mode...","5","TRUE"
"_4.4.12.1.7","4.4.12.1.7 Once in On Sight mode,...","5","TRUE"
"_4.4.12.1.7.1","4.4.12.1.7.1 Note: this indication ...","6","FALSE"
"_4.4.12.1.8","4.4.12.1.8 Deleted","5","FALSE"
"_4.4.12.1.9","4.4.12.1.9 Note: for the list of ...","5","FALSE"
"_4.4.12.2","4.4.12.2 Used in levels","4","FALSE"
"_4.4.12.2.1","4.4.12.2.1 Used in level 1, 2 and 3.","5","TRUE"
"_4.4.12.3","4.4.12.3 Responsibilities","4","FALSE"
"_4.4.12.3.1","4.4.12.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.12.3.2","4.4.12.3.2 The driver is responsi...","5","TRUE"
"_4.4.13","4.4.13 TRIP","3","FALSE"
"_4.4.13.1","4.4.13.1 Description","4","FALSE"
"_4.4.13.1.1","4.4.13.1.1 Deleted","5","FALSE"
"_4.4.13.1.1.1","4.4.13.1.1.1 Note: Application of e...","6","FALSE"
"_4.4.13.1.2","4.4.13.1.2 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.13.1.3","4.4.13.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.13.1.4","4.4.13.1.4 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.13.1.4.1","4.4.13.1.4.1 Note: This acknowledge...","6","FALSE"
"_4.4.13.1.5","4.4.13.1.5 Note: for the list of ...","5","FALSE"
"_4.4.13.1.6","4.4.13.1.6 Closing the desk while...","5","TRUE"
"_4.4.13.2","4.4.13.2 Used in levels","4","FALSE"
"_4.4.13.2.1","4.4.13.2.1 Used in level 0, NTC, ...","5","TRUE"
"_4.4.13.3","4.4.13.3 Responsibilities","4","FALSE"
"_4.4.13.3.1","4.4.13.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.13.3.2","4.4.13.3.2 The driver has no resp...","5","TRUE"
"_4.4.14","4.4.14 POST TRIP","3","FALSE"
"_4.4.14.1","4.4.14.1 Description","4","FALSE"
"_4.4.14.1.1","4.4.14.1.1 The Post Trip mode sha...","5","TRUE"
"_4.4.14.1.2","4.4.14.1.2 Once in post trip mode...","5","TRUE"
"_4.4.14.1.3","4.4.14.1.3 The train shall only b...","5","TRUE"
"_4.4.14.1.3.1","4.4.14.1.3.1 Note: The ERTMS/ETCS o...","6","FALSE"
"_4.4.14.1.3.2","4.4.14.1.3.2 After the release of a...","6","TRUE"
"_4.4.14.1.4","4.4.14.1.4 When moving backwards ...","5","TRUE"
"_4.4.14.1.5","4.4.14.1.5 Intentionally deleted.","5","FALSE"
"_4.4.14.1.6","4.4.14.1.6 When ERTMS/ETCS level ...","5","TRUE"
"_4.4.14.1.7","4.4.14.1.7 Intentionally deleted.","5","FALSE"
"_4.4.14.1.8","4.4.14.1.8 Note: for the list of ...","5","FALSE"
"_4.4.14.1.9","4.4.14.1.9 In case of balise grou...","5","TRUE"
"_4.4.14.2","4.4.14.2 Used in levels","4","FALSE"
"_4.4.14.2.1","4.4.14.2.1 Used in level 1, 2 and 3.","5","TRUE"
"_4.4.14.3","4.4.14.3 Responsibilities","4","FALSE"
"_4.4.14.3.1","4.4.14.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.14.3.2","4.4.14.3.2 The driver is responsi...","5","TRUE"
"_4.4.15","4.4.15 NON LEADING","3","FALSE"
"_4.4.15.1","4.4.15.1 Description","4","FALSE"
"_4.4.15.1.1","4.4.15.1.1 The Non-Leading mode i...","5","TRUE"
"_4.4.15.1.1.1","4.4.15.1.1.1 Note: This operating s...","6","FALSE"
"_4.4.15.1.1.2","4.4.15.1.1.2 The ERTMS/ETCS on-boar...","6","TRUE"
"_4.4.15.1.1.3","4.4.15.1.1.3 If the “non leading in...","6","TRUE"
"_4.4.15.1.2","4.4.15.1.2 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.15.1.3","4.4.15.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.15.1.4","4.4.15.1.4 When level is 2 or 3, ...","5","TRUE"
"_4.4.15.1.5","4.4.15.1.5 If possible, the train...","5","TRUE"
"_4.4.15.1.6","4.4.15.1.6 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.15.1.7","4.4.15.1.7 Intentionally deleted","5","FALSE"
"_4.4.15.1.8","4.4.15.1.8 Note: for the list of ...","5","FALSE"
"_4.4.15.1.9","4.4.15.1.9 The supervision of lin...","5","TRUE"
"_4.4.15.1.10","4.4.15.1.10 In case of balise grou...","5","TRUE"
"_4.4.15.2","4.4.15.2 Used in levels","4","FALSE"
"_4.4.15.2.1","4.4.15.2.1 Used in all levels: Le...","5","TRUE"
"_4.4.15.3","4.4.15.3 Responsibilities","4","FALSE"
"_4.4.15.3.1","4.4.15.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.15.3.2","4.4.15.3.2 The driver is responsi...","5","TRUE"
"_4.4.16","4.4.16 Intentionally deleted","3","FALSE"
"_4.4.17","4.4.17 National System (SN) mode","3","FALSE"
"_4.4.17.1","4.4.17.1 Description","4","FALSE"
"_4.4.17.1.1","4.4.17.1.1 In SN mode, according ...","5","TRUE"
"_4.4.17.1.2","4.4.17.1.2 A limited set of data ...","5","TRUE"
"_4.4.17.1.3","4.4.17.1.3 Note: for the list of ...","5","FALSE"
"_4.4.17.2","4.4.17.2 Used in levels","4","FALSE"
"_4.4.17.2.1","4.4.17.2.1 Level NTC.","5","TRUE"
"_4.4.17.3","4.4.17.3 Responsibilities of ER...","4","FALSE"
"_4.4.17.3.1","4.4.17.3.1 No train supervision f...","5","TRUE"
"_4.4.17.3.2","4.4.17.3.2 Intentionally deleted.","5","FALSE"
"_4.4.17.4","4.4.17.4 Responsibilities of th...","4","FALSE"
"_4.4.17.4.1","4.4.17.4.1 The National System is...","5","TRUE"
"_4.4.17.4.2","4.4.17.4.2 The National System is...","5","TRUE"
"_4.4.17.4.3","4.4.17.4.3 The National System is...","5","TRUE"
"_4.4.17.4.4","4.4.17.4.4 The National System is...","5","TRUE"
"_4.4.17.5","4.4.17.5 Responsibilities of th...","4","FALSE"
"_4.4.17.5.1","4.4.17.5.1 The responsibility of ...","5","TRUE"
"_4.4.18","4.4.18 REVERSING","3","FALSE"
"_4.4.18.1","4.4.18.1 Description","4","FALSE"
"_4.4.18.1.1","4.4.18.1.1 The Reversing mode all...","5","TRUE"
"_4.4.18.1.2","4.4.18.1.2 Note: This mode is use...","5","FALSE"
"_4.4.18.1.3","4.4.18.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.18.1.3.a","4.4.18.1.3.a a ceiling speed: the R...","6","TRUE"
"_4.4.18.1.3.b","4.4.18.1.3.b a distance to run in t...","6","TRUE"
"_4.4.18.1.4","4.4.18.1.4 After the release of a...","5","TRUE"
"_4.4.18.1.5","4.4.18.1.5 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.18.1.6","4.4.18.1.6 In case the SBI superv...","5","TRUE"
"_4.4.18.1.7","4.4.18.1.7 The position reports s...","5","TRUE"
"_4.4.18.1.8","4.4.18.1.8 Note: The ERTMS/ETCS o...","5","FALSE"
"_4.4.18.1.9","4.4.18.1.9 Note: for the list of ...","5","FALSE"
"_4.4.18.1.10","4.4.18.1.10 In case of balise grou...","5","TRUE"
"_4.4.18.1.11","4.4.18.1.11 In case there is an al...","5","TRUE"
"_4.4.18.1.12","4.4.18.1.12 In case the ERTMS/ETCS...","5","TRUE"
"_4.4.18.2","4.4.18.2 Used in levels","4","FALSE"
"_4.4.18.2.1","4.4.18.2.1 Level 1, 2, 3.","5","TRUE"
"_4.4.18.3","4.4.18.3 Responsibilities","4","FALSE"
"_4.4.18.3.1","4.4.18.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.18.3.2","4.4.18.3.2 The driver must keep t...","5","TRUE"
"_4.4.19","4.4.19 LIMITED SUPERVISION","3","FALSE"
"_4.4.19.1","4.4.19.1 Description","4","FALSE"
"_4.4.19.1.1","4.4.19.1.1 The Limited Supervisio...","5","TRUE"
"_4.4.19.1.2","4.4.19.1.2 Limited supervision ca...","5","TRUE"
"_4.4.19.1.3","4.4.19.1.3 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.19.1.4","4.4.19.1.4 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.19.1.5","4.4.19.1.5 If receiving a "track ...","5","TRUE"
"_4.4.19.1.6","4.4.19.1.6 To be in Limited Super...","5","TRUE"
"_4.4.19.1.7","4.4.19.1.7 Note: for the list of ...","5","FALSE"
"_4.4.19.2","4.4.19.2 Used in levels","4","FALSE"
"_4.4.19.2.1","4.4.19.2.1 Used in levels 1, 2 an...","5","TRUE"
"_4.4.19.3","4.4.19.3 Responsibilities","4","FALSE"
"_4.4.19.3.1","4.4.19.3.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_4.4.19.3.1.1","4.4.19.3.1.1 Note: The Limited Supe...","6","FALSE"
"_4.4.19.3.2","4.4.19.3.2 The driver must observ...","5","TRUE"
"_4.4.20","4.4.20 PASSIVE SHUNTING","3","FALSE"
"_4.4.20.1","4.4.20.1 Description","4","FALSE"
"_4.4.20.1.1","4.4.20.1.1 The Passive Shunting m...","5","TRUE"
"_4.4.20.1.2","4.4.20.1.2 The desk of a Passive ...","5","TRUE"
