"Source","Target","Weight"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_._BrLeft_c_BrRight__BrLeft_3_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_._BrLeft_c_BrRight__BrLeft_4_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_._BrLeft_c_BrRight__BrLeft_5_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_._BrLeft_c_BrRight__BrLeft_6_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_4_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_._BrLeft_c_BrRight__BrLeft_1_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_._BrLeft_c_BrRight__BrLeft_2_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_._BrLeft_c_BrRight__BrLeft_3_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_._BrLeft_c_BrRight__BrLeft_4_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_._BrLeft_c_BrRight__BrLeft_5_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_._BrLeft_c_BrRight__BrLeft_6_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_5_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_._BrLeft_c_BrRight__BrLeft_1_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_._BrLeft_c_BrRight__BrLeft_2_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_._BrLeft_c_BrRight__BrLeft_3_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_._BrLeft_c_BrRight__BrLeft_4_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_._BrLeft_c_BrRight__BrLeft_5_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_._BrLeft_c_BrRight__BrLeft_6_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1._BrLeft_r_BrRight__BrLeft_6_BrRight_","2.0"
"_2.6.8.3_BrLeft_2_BrRight_","_2.6.8.3_BrLeft_2_BrRight_._BrLeft_t_BrRight_1","2.0"
"_2.6.8.3_BrLeft_2_BrRight_","_2.6.8.3_BrLeft_2_BrRight_.a","2.0"
"_2.6.8.3_BrLeft_2_BrRight_","_2.6.8.3_BrLeft_2_BrRight_.b","2.0"
"_2.6.8","_2.6.8.3_BrLeft_2_BrRight_","2.0"
"_2.6","_2.6.8","2.0"
"_2","_2.6","2.0"
"_rootObject_singleton","_2","2.0"
