"Subset026-5_15_2_2_3_1_b[2]_[f]7_I.png";"569";"332"
"Subset026-5_6_2[2]_[f]1_I.png";"520";"581"
"Subset026-5_11_2[2]_[f]6_I.png";"603";"844"
"Subset026-5_10_1_4_1[2]_[f]5_I.png";"529";"177"
"Subset026-5_9_2_5[2]_[f]2_I.png";"508";"243"
"Subset026-5_4_4[2]_I.png";"594";"801"
"Subset026-5_9_7[2]_I.png";"642";"669"
"Subset026-5_7_5[2]_I.png";"642";"683"
"Subset026-5_9_3_6[2]_[f]3_I.png";"562";"360"
