"Subset026-2_6_6_1_7[2]_[f]6_I.png";"544";"376"
"Subset026-2_6_4_1_11[2]_[f]3_I.png";"555";"366"
"Subset026-2_6_5_1_11[3]_[f]5_I.png";"560";"373"
"Subset026-2_6_7_1_7[2]_[f]7_I.png";"544";"376"
"Subset026-2_6_3_1_6[2]_[f]2_I.png";"490";"249"
"Subset026-2_6_5_1_11[2]_[f]4_I.png";"534";"366"
"Subset026-2_5_3[2]_[f]1_I.png";"604";"587"
